Car_Name,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,Selling_Price
Maruti,2018,186326,Diesel,Individual,Manual,First Owner,31.67,2000,110.53,6,252323.46
Maruti,2022,84324,Diesel,Dealer,Manual,First Owner,29.87,1000,51.52,7,193565.17
Ford,2012,40249,Diesel,Individual,Automatic,First Owner,34.07,2000,102.84,5,50000
Honda,2014,105124,Petrol,Dealer,Manual,First Owner,11.8,2000,107.89,5,59429.21
Toyota,2009,100049,Petrol,Individual,Manual,First Owner,16.71,1000,59.74,5,50000
Honda,2011,90078,Petrol,Dealer,Automatic,Second Owner,12.01,800,45.33,7,50000
Maruti,2016,37294,Diesel,Trustmark Dealer,Manual,First Owner,28.78,800,36.26,6,152650.93
Maruti,2007,195856,CNG,Individual,Manual,Second Owner,13.52,1800,83.77,5,50000
Ford,2008,139756,Petrol,Individual,Automatic,Second Owner,12.5,3000,161.15,4,50000
BMW,2014,159867,Petrol,Dealer,Manual,First Owner,24.04,1800,112.47,5,384594.06
Honda,2008,196373,Diesel,Dealer,Manual,Second Owner,20.29,1000,63.71,5,50000
Mahindra,2019,146503,CNG,Dealer,Manual,First Owner,27.88,1000,59.45,5,85031.93
Ford,2014,94627,Diesel,Trustmark Dealer,Manual,Third Owner,22.18,1500,104.33,7,50000
Tata,2020,95381,CNG,Trustmark Dealer,Manual,First Owner,20.63,1500,104.23,5,230678.43
Maruti,2019,95027,Petrol,Dealer,Manual,Second Owner,20.64,1200,68.53,7,69632.62
Ford,2023,191444,Petrol,Individual,Manual,Third Owner,31.8,3000,134.93,5,315269.82
Honda,2023,75366,CNG,Individual,Manual,First Owner,19.88,2500,153.02,5,648039.59
Maruti,2022,99176,Diesel,Individual,Automatic,First Owner,18.33,1800,99.47,7,511984.95
Toyota,2016,124667,Petrol,Dealer,Manual,Second Owner,18.46,2000,91.03,5,154344.86
Ford,2020,77870,Diesel,Dealer,Manual,First Owner,14.92,2500,198.18,5,460686.04
Audi,2005,52387,CNG,Dealer,Automatic,Third Owner,31.52,1200,65.75,6,50000
Maruti,2020,188999,Diesel,Individual,Automatic,Fourth & Above Owner,13.67,2500,162.58,7,187037.89
Honda,2006,14304,Diesel,Dealer,Manual,First Owner,32.72,3000,178.82,4,50000
Hyundai,2019,22032,Petrol,Dealer,Automatic,First Owner,17.09,3000,137.14,5,592875.04
Mahindra,2011,96291,Diesel,Trustmark Dealer,Manual,First Owner,32.49,3000,126.67,5,50000
Kia,2005,117889,Diesel,Individual,Manual,First Owner,29.77,1200,78.04,7,50000
BMW,2009,64486,CNG,Trustmark Dealer,Automatic,Second Owner,24.55,800,39.9,7,50000
Kia,2014,70552,CNG,Dealer,Manual,Second Owner,26.74,2000,99.49,5,150965.13
Honda,2008,165726,CNG,Dealer,Manual,First Owner,18.15,3000,234.84,5,50000
Tata,2018,44244,Petrol,Trustmark Dealer,Manual,First Owner,24.36,800,46.78,7,63762.33
Tata,2017,142014,Diesel,Dealer,Manual,First Owner,17.31,3000,123.53,5,345829
Hyundai,2005,55697,Diesel,Dealer,Manual,First Owner,20.06,1500,80.39,5,50000
BMW,2020,131031,Diesel,Dealer,Automatic,Third Owner,29.12,1200,76.06,4,540245.41
Audi,2013,7693,Diesel,Dealer,Manual,First Owner,16.1,2500,132.86,5,352292.38
Hyundai,2020,192823,CNG,Dealer,Automatic,Third Owner,30.97,1500,61.61,5,108110.46
Kia,2023,86098,Diesel,Trustmark Dealer,Manual,Second Owner,19.4,2000,115.54,5,504254.14
Hyundai,2019,11259,Diesel,Trustmark Dealer,Automatic,Second Owner,23.3,3000,132.71,5,565166.19
Kia,2018,124746,Petrol,Trustmark Dealer,Automatic,First Owner,33.55,2000,129.53,7,363008.41
Maruti,2014,112772,Petrol,Dealer,Automatic,Second Owner,27.03,1800,116.61,5,78806.47
Tata,2016,122928,Diesel,Dealer,Manual,Second Owner,26.14,3000,124.53,4,155712.68
Maruti,2005,141014,Diesel,Dealer,Manual,Second Owner,27.79,1000,51.63,7,50000
Mahindra,2021,52419,Petrol,Trustmark Dealer,Manual,First Owner,32.95,800,45.24,6,250483.14
BMW,2013,107092,Petrol,Dealer,Automatic,First Owner,16.21,1800,111.62,5,271008.23
Audi,2023,61105,Diesel,Individual,Automatic,Second Owner,25.33,2500,129.61,5,2362855.2
Kia,2022,163455,Petrol,Individual,Manual,First Owner,20.01,1800,92.72,5,415996.01
Audi,2011,28404,Petrol,Dealer,Manual,First Owner,10.3,2500,198.3,5,50000
Kia,2013,77656,Petrol,Dealer,Manual,Fourth & Above Owner,13.13,800,33.34,4,50000
Honda,2016,141774,Petrol,Trustmark Dealer,Automatic,First Owner,18.12,800,63.65,5,77006.74
Hyundai,2011,105965,Petrol,Trustmark Dealer,Manual,First Owner,24.12,2000,83.82,5,50000
Mahindra,2018,61332,Petrol,Dealer,Automatic,First Owner,32.04,2000,103.07,7,331989.31
Tata,2019,175491,Petrol,Dealer,Automatic,Second Owner,29.78,1200,71.7,5,107176.1
Kia,2019,108182,CNG,Trustmark Dealer,Manual,First Owner,23.83,1500,68.6,5,266010.1
Audi,2010,116395,Diesel,Dealer,Manual,Second Owner,11.85,2000,90.79,4,50000
Mahindra,2018,107619,Diesel,Dealer,Manual,First Owner,17.15,1800,90.45,4,295450.3
Toyota,2006,113269,Petrol,Dealer,Manual,First Owner,19.17,1200,94.73,5,50000
Toyota,2012,78844,Petrol,Individual,Manual,Second Owner,25.54,2500,138.01,6,50000
Maruti,2017,175314,Diesel,Dealer,Manual,First Owner,11.62,1200,75.17,6,89669.58
Tata,2010,129983,Petrol,Dealer,Automatic,Fourth & Above Owner,23.25,1800,122.71,6,50000
Honda,2009,39142,Diesel,Dealer,Manual,First Owner,32.54,2000,139.38,5,50000
Audi,2009,114699,Diesel,Individual,Manual,First Owner,27.64,3000,202.56,5,50000
Hyundai,2005,101226,Diesel,Trustmark Dealer,Automatic,First Owner,29.93,2500,133.69,5,50000
Hyundai,2013,12393,Petrol,Individual,Automatic,First Owner,27.04,1800,80.04,4,184776.73
Audi,2010,107281,Petrol,Individual,Manual,Fourth & Above Owner,15.16,1000,51.27,6,50000
BMW,2011,164965,Diesel,Individual,Manual,Third Owner,12.76,2000,96.82,7,50000
Honda,2013,14388,Petrol,Dealer,Manual,First Owner,30.74,1500,68.18,6,80500.08
Mahindra,2009,67969,Diesel,Dealer,Automatic,Second Owner,27.39,2500,102.45,7,50000
Kia,2018,41660,Diesel,Trustmark Dealer,Automatic,Second Owner,24.38,1800,139.37,7,278562.1
BMW,2009,94244,Electric,Dealer,Automatic,First Owner,14.73,2000,153.68,5,50000
Kia,2012,160798,Petrol,Dealer,Manual,First Owner,25.08,800,33.61,7,50000
Kia,2011,84544,CNG,Individual,Automatic,Third Owner,10.78,1000,46.92,5,115933.64
BMW,2017,199068,Diesel,Dealer,Manual,Fourth & Above Owner,12.97,2500,113.95,7,376620.4
Maruti,2017,136183,Petrol,Dealer,Manual,Fourth & Above Owner,17.8,2500,128.12,5,108748.32
Toyota,2012,120370,Petrol,Trustmark Dealer,Manual,Second Owner,21.09,1500,72.24,5,74070.78
Kia,2015,22545,Diesel,Trustmark Dealer,Manual,Second Owner,13.01,2000,155.67,6,177565.93
BMW,2022,176240,Petrol,Dealer,Manual,First Owner,13,800,34.69,5,404028.1
BMW,2023,138451,Petrol,Trustmark Dealer,Automatic,First Owner,28.15,2000,96.93,7,1562541.01
Ford,2010,92346,Petrol,Individual,Automatic,First Owner,24.24,800,34.58,5,50000
Maruti,2006,177192,CNG,Individual,Manual,Second Owner,23.34,1500,118.82,5,50000
Tata,2017,22809,Diesel,Dealer,Manual,Second Owner,21.31,1000,76.74,4,168924.34
Ford,2015,188885,Diesel,Dealer,Manual,Third Owner,34.41,2500,171.66,5,142868.08
Ford,2005,32967,Petrol,Individual,Manual,Third Owner,11.25,800,45.63,5,50000
Audi,2006,145820,Petrol,Trustmark Dealer,Manual,Third Owner,14.52,1200,57.13,4,50000
Toyota,2021,28424,Diesel,Individual,Automatic,Fourth & Above Owner,26.19,1500,73.29,5,296281.93
BMW,2012,159986,Diesel,Dealer,Manual,First Owner,13.41,1500,86.58,5,50000
Toyota,2006,113411,Petrol,Dealer,Manual,Second Owner,24.73,1800,127.31,4,50000
Honda,2010,155563,Diesel,Individual,Manual,Second Owner,24.19,1000,50.59,5,50000
Audi,2009,185526,Electric,Dealer,Automatic,First Owner,34.28,1200,62.92,7,50000
Tata,2020,75069,Diesel,Individual,Automatic,Fourth & Above Owner,32.08,1200,76.8,5,77279.48
Toyota,2012,187997,Diesel,Dealer,Automatic,Third Owner,33.64,1800,89.12,5,50000
Hyundai,2023,94119,Electric,Dealer,Automatic,First Owner,12.84,800,50.69,4,325925.29
Kia,2020,42049,Petrol,Individual,Manual,First Owner,31.7,800,44.39,5,283295.04
Honda,2017,32821,Diesel,Individual,Manual,Second Owner,13.23,3000,124.12,5,427470.63
Maruti,2011,100797,Electric,Dealer,Automatic,Second Owner,25.82,3000,168.32,5,50000
Tata,2020,166017,Petrol,Dealer,Manual,Third Owner,28,1200,92.14,5,50000
Honda,2020,153456,Diesel,Individual,Manual,First Owner,14.02,1000,51.72,5,220074.81
Kia,2016,164482,Diesel,Dealer,Manual,First Owner,25.82,800,42.33,5,50000
Audi,2018,82734,Diesel,Individual,Manual,First Owner,11.31,1500,63.96,6,852819.22
Kia,2022,199838,Diesel,Trustmark Dealer,Manual,First Owner,17.33,2000,129.2,5,337482.48
Ford,2022,143241,Electric,Dealer,Manual,First Owner,33.03,1800,133.15,4,481467.68
Kia,2020,176201,Diesel,Trustmark Dealer,Automatic,Third Owner,14.29,1000,54.12,4,50000
Ford,2020,102445,Petrol,Dealer,Manual,First Owner,11.63,800,39.69,5,98502.54
Audi,2017,8830,CNG,Individual,Manual,First Owner,21.09,2000,156.53,5,815704.81
Mahindra,2013,192378,Petrol,Dealer,Manual,First Owner,31.27,1200,83.76,5,63124.47
Ford,2013,91940,Petrol,Trustmark Dealer,Manual,First Owner,11.92,1800,112.84,5,62892.46
Maruti,2017,163829,Diesel,Dealer,Manual,Third Owner,18.89,800,41.78,5,50000
Kia,2008,68867,Diesel,Dealer,Manual,Second Owner,32.49,1200,58.6,4,50000
Kia,2013,171722,Petrol,Trustmark Dealer,Manual,Second Owner,12.95,800,54.9,5,50000
Maruti,2019,169838,Electric,Individual,Manual,First Owner,17.77,1800,109.57,4,315616
Hyundai,2018,37419,Diesel,Individual,Manual,First Owner,29.46,1500,91.24,5,258064.2
BMW,2023,21668,Diesel,Dealer,Manual,First Owner,23.58,2500,107.37,5,2655422.62
Mahindra,2016,152318,Petrol,Individual,Manual,First Owner,30.81,1500,90.73,5,211222.01
Tata,2010,29996,Electric,Dealer,Manual,Third Owner,12.79,2500,182.27,6,50000
Ford,2007,56312,Electric,Dealer,Manual,First Owner,33.01,2000,155.74,6,50000
Maruti,2020,139137,Diesel,Individual,Automatic,Second Owner,33.37,1200,53.12,5,199816.53
Audi,2021,15467,Petrol,Dealer,Manual,First Owner,13.88,2500,163.12,7,2161041.42
Ford,2020,186718,Petrol,Trustmark Dealer,Manual,Second Owner,10.85,1500,94.1,5,183128.27
BMW,2010,157079,Petrol,Trustmark Dealer,Manual,Third Owner,34.75,1800,136.1,5,50000
Audi,2012,33702,Petrol,Individual,Automatic,Second Owner,22.06,1200,84.06,5,50000
Honda,2023,99369,Petrol,Individual,Automatic,Second Owner,24.3,800,62.89,5,160952.33
Kia,2006,80569,Electric,Individual,Automatic,Fourth & Above Owner,25.4,2500,196,5,50000
Honda,2018,58952,Diesel,Dealer,Automatic,Second Owner,29.74,3000,147.08,4,370592.64
Ford,2016,194137,Petrol,Individual,Manual,First Owner,30.3,2500,172.54,5,180229.23
BMW,2021,39169,Petrol,Dealer,Automatic,First Owner,14.85,1000,61.22,7,833701.42
Mahindra,2019,21829,Petrol,Dealer,Manual,Second Owner,15.92,2500,121.46,5,439877.08
Ford,2022,196207,Petrol,Individual,Manual,Second Owner,31.92,2500,119.49,7,398077.44
Maruti,2020,9522,Petrol,Individual,Manual,First Owner,30.49,800,34.59,5,288663.56
Toyota,2017,90687,Petrol,Trustmark Dealer,Manual,First Owner,25.44,1800,129.28,5,281834.2
Ford,2021,171391,Diesel,Dealer,Automatic,Fourth & Above Owner,34.87,2000,105.96,5,216111.64
Kia,2012,125334,Electric,Individual,Manual,First Owner,28.38,1200,89.13,5,50000
Kia,2005,162615,Petrol,Dealer,Automatic,First Owner,15.4,800,51.47,5,50000
Ford,2007,123576,Petrol,Individual,Manual,First Owner,31.17,1200,80.33,5,50000
Audi,2020,122419,CNG,Individual,Manual,Third Owner,20.37,3000,155,5,1026007.19
Toyota,2006,166545,Petrol,Individual,Manual,First Owner,10.9,1500,87.44,4,50000
Maruti,2019,12699,Petrol,Dealer,Manual,Second Owner,18.04,1000,56.49,5,141271.17
Ford,2005,73165,CNG,Dealer,Automatic,First Owner,29.09,3000,148.28,5,50000
Audi,2013,176527,Petrol,Dealer,Manual,Second Owner,34.01,1800,131.94,7,138404.13
Kia,2020,80692,Diesel,Individual,Manual,Third Owner,16.9,800,51.91,5,143424.67
Kia,2008,22441,Diesel,Trustmark Dealer,Automatic,First Owner,16.16,1000,41.5,7,50000
BMW,2016,35716,Petrol,Dealer,Manual,Second Owner,24.09,2500,181.99,5,640382.15
Ford,2005,67175,Petrol,Individual,Automatic,First Owner,30.29,1800,79.63,4,50000
Toyota,2005,11834,Diesel,Trustmark Dealer,Manual,First Owner,28.66,3000,168.44,5,50000
Hyundai,2011,23179,Petrol,Individual,Manual,Third Owner,24,1800,113.13,5,50000
Toyota,2022,31219,Petrol,Individual,Manual,First Owner,25.78,2000,80.61,7,630302.04
Kia,2019,108153,Diesel,Individual,Manual,Second Owner,16.05,3000,198.35,5,461683.97
Kia,2017,151854,Diesel,Dealer,Manual,First Owner,20.81,3000,199.16,7,377255.18
Honda,2020,79967,Petrol,Dealer,Automatic,First Owner,16.38,1500,99.15,7,361588.83
Kia,2011,107454,CNG,Dealer,Automatic,First Owner,32.11,2000,93.08,5,50000
Maruti,2020,14496,Petrol,Trustmark Dealer,Automatic,Second Owner,12.81,2000,100.46,5,414600.16
Tata,2017,175310,CNG,Trustmark Dealer,Manual,First Owner,26.99,1200,59.87,5,132216.8
Ford,2018,51025,Diesel,Individual,Manual,Second Owner,16.51,1200,94.08,5,95397.05
Toyota,2021,64886,Diesel,Dealer,Manual,First Owner,21.89,2500,106.75,5,738133.27
Tata,2016,159635,Diesel,Dealer,Manual,First Owner,17.49,1000,57.15,5,50000
Audi,2017,8712,Electric,Dealer,Automatic,Second Owner,18.08,1500,112.28,5,845670.83
Hyundai,2019,99067,Petrol,Dealer,Manual,Third Owner,16.51,3000,212.34,4,365797.32
Maruti,2008,50489,Diesel,Individual,Manual,First Owner,28.82,1800,131.22,5,50000
Toyota,2006,37664,Petrol,Trustmark Dealer,Manual,Second Owner,19.14,2500,197.23,7,50000
Tata,2022,148492,Petrol,Trustmark Dealer,Automatic,First Owner,28.16,1500,83.24,5,360538.08
Hyundai,2006,190682,Petrol,Individual,Manual,Second Owner,21.4,1500,78.58,5,50000
Honda,2019,10315,Electric,Dealer,Manual,Third Owner,23.68,3000,123.68,5,596014.91
Maruti,2023,80033,Electric,Dealer,Manual,Third Owner,23.58,3000,138,6,630152.43
Maruti,2019,122862,Petrol,Dealer,Manual,Second Owner,34.4,1000,62.48,5,114910.34
Honda,2014,84030,Petrol,Individual,Manual,First Owner,19.18,1200,55.57,7,50000
Ford,2015,68910,Diesel,Individual,Manual,Third Owner,15.19,3000,208.36,7,146903.25
Honda,2014,197044,Petrol,Dealer,Automatic,Second Owner,32.79,1500,62.23,7,64526.59
Maruti,2009,126075,Petrol,Dealer,Manual,First Owner,14.37,1500,75.57,4,50000
Maruti,2013,60919,Diesel,Dealer,Automatic,First Owner,30.86,1500,101.73,5,52095.19
Tata,2023,140204,Diesel,Dealer,Automatic,Third Owner,13.76,800,40.18,7,50000
Kia,2017,132153,Electric,Dealer,Automatic,Third Owner,26.47,1500,103.73,7,268794.9
Hyundai,2022,46598,Petrol,Dealer,Manual,First Owner,13.76,1500,119.75,7,423913.43
Honda,2021,156623,Petrol,Dealer,Manual,Second Owner,33.08,3000,215.65,5,440747.67
Hyundai,2010,73206,Diesel,Trustmark Dealer,Automatic,Third Owner,24.13,1800,96.61,5,50000
Honda,2014,79900,Diesel,Individual,Automatic,First Owner,18.23,2000,152.05,5,135124.52
Audi,2006,31296,Diesel,Dealer,Manual,First Owner,13.51,800,33.64,7,50000
Maruti,2010,154138,Diesel,Dealer,Automatic,Second Owner,19.28,1500,103.5,6,50000
Kia,2017,164964,Petrol,Dealer,Manual,First Owner,27.63,2000,81.87,4,233960.45
Tata,2022,80577,CNG,Dealer,Manual,First Owner,19.62,1500,70.47,5,257039.72
Kia,2011,82173,Petrol,Dealer,Manual,Second Owner,16.15,1000,79.5,5,50000
Kia,2006,69771,Petrol,Individual,Manual,Third Owner,24.44,3000,163.31,5,50000
Kia,2018,163556,Diesel,Individual,Manual,Second Owner,20.45,3000,218.46,5,345498.39
Hyundai,2009,82865,Petrol,Individual,Automatic,Second Owner,14.15,1000,55.04,5,50000
Honda,2022,104074,Petrol,Dealer,Manual,First Owner,13.85,2000,147.2,5,456591.73
Mahindra,2015,163187,CNG,Individual,Manual,First Owner,27.69,3000,235.85,5,104888.07
Audi,2014,162110,Diesel,Dealer,Manual,Second Owner,34.37,800,45.94,7,128683.13
Toyota,2015,41622,Diesel,Dealer,Manual,First Owner,15.83,1800,112.27,6,224938.83
Kia,2006,40886,Petrol,Individual,Manual,Third Owner,29.33,800,52.12,6,50000
Ford,2019,187356,Diesel,Individual,Automatic,First Owner,12.19,800,61.91,6,171288.07
Hyundai,2011,145973,Petrol,Trustmark Dealer,Automatic,First Owner,19.54,1000,50.27,5,50000
Tata,2013,61377,Petrol,Individual,Automatic,First Owner,22.67,1000,64.45,6,50000
Toyota,2009,87910,Electric,Trustmark Dealer,Automatic,Third Owner,16.72,1800,95.38,7,50000
Mahindra,2011,185934,Diesel,Trustmark Dealer,Manual,First Owner,23.24,2500,121.69,5,84796.44
Ford,2006,123992,Diesel,Individual,Manual,First Owner,32.07,2500,108.49,5,50000
Mahindra,2007,168878,Petrol,Individual,Manual,First Owner,33.61,2500,162.07,6,50000
Toyota,2006,153731,CNG,Individual,Manual,Third Owner,12.51,1500,112.93,7,50000
Kia,2023,159525,Diesel,Trustmark Dealer,Automatic,First Owner,16.8,1800,97.3,5,587217.81
Ford,2008,166570,Diesel,Individual,Manual,First Owner,34.48,1500,93.16,5,50000
Mahindra,2011,21312,Diesel,Dealer,Manual,First Owner,16.76,2000,131.37,7,50000
Tata,2011,6436,Petrol,Individual,Automatic,Second Owner,27.32,2000,113.17,7,50000
Honda,2021,32569,Petrol,Dealer,Automatic,First Owner,16.34,1200,91.36,5,264624.61
Maruti,2023,194885,Diesel,Dealer,Automatic,First Owner,18.91,2500,136.28,5,602858.64
Honda,2020,121787,Petrol,Dealer,Manual,First Owner,14.78,1000,45,5,163449.91
Toyota,2007,95485,Petrol,Individual,Manual,Second Owner,31.41,1200,54.91,5,50000
Hyundai,2019,182058,Electric,Trustmark Dealer,Manual,Second Owner,32.07,1200,90.76,7,140371.59
Maruti,2018,107555,Diesel,Dealer,Manual,Second Owner,17.42,1000,79.52,5,198971.67
Audi,2019,189249,Diesel,Dealer,Manual,Third Owner,30.59,3000,154.67,5,977381.69
Tata,2018,145377,Diesel,Dealer,Manual,Fourth & Above Owner,18.96,1200,54.89,7,58462.88
Audi,2011,37646,Diesel,Individual,Automatic,First Owner,12.48,3000,177.87,5,50000
Ford,2007,81126,Petrol,Dealer,Manual,Second Owner,28.95,2500,170.95,6,50000
Maruti,2021,122922,Petrol,Dealer,Automatic,Second Owner,24.91,800,51.6,5,152730.56
Audi,2014,45430,Petrol,Dealer,Automatic,Third Owner,16.86,3000,234.13,7,443305.98
Audi,2019,127238,Petrol,Dealer,Manual,First Owner,16.32,1500,109.07,7,786712.53
Mahindra,2010,73659,Diesel,Dealer,Automatic,Second Owner,34.39,2500,186.9,5,50000
Honda,2021,120341,Petrol,Individual,Manual,First Owner,31.56,3000,185,7,593491.25
Mahindra,2021,9158,Diesel,Dealer,Manual,Third Owner,30.24,1800,95.56,7,340366.07
Maruti,2018,79236,Petrol,Individual,Automatic,First Owner,13.2,1000,68.07,7,159536.84
Maruti,2022,81067,Petrol,Dealer,Manual,First Owner,28.88,800,46.05,5,95772.91
Toyota,2009,163810,Petrol,Dealer,Automatic,First Owner,15.36,2000,103.02,5,50000
Mahindra,2012,14879,Petrol,Dealer,Manual,First Owner,34.43,1800,82.96,5,50000
BMW,2011,141615,Petrol,Individual,Manual,Second Owner,11.3,1800,110.01,5,50000
Honda,2008,117284,Petrol,Trustmark Dealer,Manual,First Owner,18.8,3000,191.31,5,50000
Maruti,2022,183996,Petrol,Trustmark Dealer,Manual,First Owner,20.72,1800,112.95,5,296188.91
Toyota,2009,178420,Diesel,Individual,Manual,Third Owner,30.61,1200,53.59,6,50000
Mahindra,2020,89117,Petrol,Dealer,Automatic,First Owner,29.16,1200,75.36,5,248352.96
Honda,2018,172751,Petrol,Individual,Automatic,Second Owner,19.37,1200,56.08,7,161815.44
Mahindra,2023,48888,Diesel,Individual,Automatic,First Owner,24.14,2500,166.37,7,855548.3
Audi,2018,35276,Petrol,Dealer,Manual,First Owner,30.89,3000,171.53,5,1596628.87
Toyota,2013,9799,CNG,Individual,Automatic,Third Owner,10.45,1200,88.74,5,50000
Honda,2010,117529,Diesel,Dealer,Automatic,Second Owner,30.05,800,56.9,6,50000
Kia,2021,129713,Petrol,Dealer,Automatic,First Owner,33.67,1200,82.77,5,199126.16
Ford,2023,95141,Diesel,Dealer,Manual,Fourth & Above Owner,10.8,3000,204.09,4,393495.6
Ford,2016,196630,Petrol,Dealer,Automatic,Third Owner,11.14,1000,62.42,7,79808.27
Honda,2008,120013,Diesel,Individual,Automatic,Fourth & Above Owner,18.61,1800,76.4,5,50000
Mahindra,2020,172606,Petrol,Dealer,Manual,First Owner,12.19,800,52.98,7,72702.12
Toyota,2015,36668,CNG,Dealer,Automatic,First Owner,21.98,3000,176.03,7,332797.25
Ford,2008,140183,Petrol,Dealer,Manual,Second Owner,28.22,2000,117.56,5,50000
Toyota,2021,160758,Diesel,Individual,Manual,Second Owner,24.17,1200,66.19,7,242699.67
Ford,2012,77392,Diesel,Individual,Manual,First Owner,14.91,2000,154.33,5,50000
Audi,2018,21490,Petrol,Dealer,Manual,Second Owner,26.37,1800,89.96,7,697682.78
Mahindra,2006,171266,Petrol,Dealer,Manual,First Owner,27.12,800,42.13,7,50000
Audi,2015,150569,Diesel,Dealer,Automatic,First Owner,33.31,1800,141.34,4,586873.96
Ford,2015,189588,CNG,Trustmark Dealer,Manual,First Owner,13.67,2000,144.81,5,144458.54
Kia,2010,122219,Petrol,Dealer,Automatic,Second Owner,27.31,2500,101.41,5,50000
Kia,2018,49104,Diesel,Dealer,Automatic,First Owner,32.79,800,61,4,186383.56
Audi,2014,10316,Electric,Dealer,Manual,Third Owner,22.54,1500,73.6,7,349638.03
Kia,2012,43130,CNG,Individual,Automatic,Second Owner,19.04,2500,170.59,5,50000
Ford,2011,112294,Petrol,Individual,Automatic,Second Owner,14.27,800,49.7,5,50000
Honda,2012,34954,Diesel,Dealer,Automatic,Fourth & Above Owner,31.67,1200,73.77,5,54744.48
Audi,2012,118437,Petrol,Dealer,Automatic,Second Owner,19.86,3000,206.15,5,52987.39
Hyundai,2006,157724,Electric,Dealer,Automatic,Fourth & Above Owner,33.12,2000,96.57,7,50000
Mahindra,2020,150250,Diesel,Individual,Automatic,First Owner,31.19,1800,83.45,5,410621.69
Kia,2013,187235,Petrol,Trustmark Dealer,Manual,First Owner,19.42,3000,198.23,6,50000
Kia,2017,150823,Diesel,Individual,Automatic,First Owner,24.35,1800,92.92,6,213102.25
Maruti,2016,139116,Petrol,Individual,Automatic,First Owner,10.68,1800,142.12,5,185216.95
BMW,2021,68165,Electric,Dealer,Manual,Third Owner,16.58,1000,58.06,5,571502.9
Audi,2006,147552,Electric,Individual,Manual,First Owner,27.76,1000,44.46,5,50000
Tata,2017,179946,Diesel,Individual,Automatic,Second Owner,26.95,1200,80.92,4,153898.01
Kia,2005,71775,Petrol,Dealer,Manual,Second Owner,18.83,1500,78.37,4,50000
Mahindra,2023,142638,Diesel,Trustmark Dealer,Automatic,Second Owner,30.22,3000,137.83,7,599645.42
Hyundai,2015,90311,Petrol,Dealer,Manual,First Owner,15.9,1000,56.91,7,64775.11
Kia,2009,58149,Petrol,Dealer,Manual,Second Owner,21.53,800,62.86,4,50000
Hyundai,2005,139078,CNG,Individual,Manual,First Owner,21.81,2500,141.14,5,50000
Ford,2017,77561,Petrol,Individual,Manual,First Owner,18.52,2000,107.79,5,284946.89
Ford,2012,155495,Petrol,Individual,Automatic,Second Owner,33.87,1200,69.34,7,53405.67
BMW,2010,95710,Electric,Dealer,Automatic,Second Owner,27.42,2500,101.21,5,50000
Honda,2021,97199,Petrol,Individual,Automatic,First Owner,23.48,1500,67.99,5,401642.84
Tata,2016,170024,Petrol,Individual,Manual,Third Owner,22.76,2500,184.97,5,134503.5
Maruti,2005,32326,Electric,Dealer,Manual,First Owner,13.98,3000,237.36,6,50000
BMW,2007,122272,Petrol,Trustmark Dealer,Automatic,First Owner,19.3,800,37.05,5,50000
Toyota,2018,36139,Diesel,Individual,Automatic,First Owner,26.82,1800,110.56,5,493041.05
Maruti,2012,198175,Electric,Dealer,Manual,Second Owner,33.11,1000,78.65,4,50000
Audi,2015,196929,Electric,Individual,Manual,Second Owner,30.41,800,37.01,5,116839.27
Mahindra,2018,78638,Diesel,Dealer,Manual,First Owner,17.51,1500,71.18,7,243064.64
Toyota,2012,77652,Petrol,Dealer,Automatic,First Owner,20.85,1200,92.49,5,60076.46
Toyota,2007,17937,Petrol,Dealer,Automatic,Second Owner,12.07,2500,170.57,5,50000
BMW,2011,35161,CNG,Trustmark Dealer,Manual,First Owner,12.55,800,36.86,7,50000
Honda,2023,140455,CNG,Dealer,Manual,First Owner,21.76,3000,167.22,5,643969.44
BMW,2008,90856,Diesel,Individual,Automatic,Second Owner,23.26,1200,50.7,4,50000
Audi,2020,75043,Petrol,Dealer,Manual,First Owner,16.6,1800,103.15,7,1198479.3
Kia,2017,150807,Petrol,Individual,Manual,Third Owner,26.07,1500,106.67,6,153500.74
Kia,2023,64919,Petrol,Individual,Manual,First Owner,27.58,1500,93.24,5,463920.94
Honda,2009,87055,Diesel,Individual,Manual,Second Owner,17.48,2500,164.74,6,50000
Audi,2009,90455,Petrol,Dealer,Manual,First Owner,28.96,1000,53.07,6,50000
Honda,2008,173694,Electric,Individual,Automatic,Third Owner,15.14,2000,92.91,4,50000
Hyundai,2006,43135,Diesel,Trustmark Dealer,Automatic,First Owner,23.61,1500,60.79,5,50000
Kia,2017,171730,Petrol,Individual,Automatic,Second Owner,30.11,3000,218.56,5,356752.41
Toyota,2020,89677,Diesel,Dealer,Automatic,Second Owner,23.43,800,52.37,7,55264.32
Tata,2006,34696,Petrol,Trustmark Dealer,Manual,First Owner,32.7,3000,147.52,7,50000
Mahindra,2023,139845,Diesel,Dealer,Automatic,First Owner,11.46,800,45.39,5,213198.7
Audi,2021,29956,Diesel,Individual,Manual,Second Owner,24.71,800,57.65,5,527252.25
Maruti,2009,20819,CNG,Trustmark Dealer,Automatic,Third Owner,24.04,1800,110.79,5,50000
Honda,2022,6528,CNG,Dealer,Automatic,First Owner,26.51,1500,78.01,4,486332.15
